match_id,team,opponent,match_won,rank_diff,titles_diff,hist_win_pct_diff,goals_scored_diff,goals_conceded_diff,squad_value_diff,avg_rating_diff,star_player_diff,avg_age_diff,attack_rating_diff,midfield_rating_diff,defense_rating_diff,manager_experience_diff,manager_win_rate_diff,manager_trophies_diff
23,Canada,Tunisia,0,3,0,0.030000000000000027,0.19999999999999996,0.19999999999999996,85,-0.9333333333333229,-1,-0.6000000000000014,-2.0,-2.200000000000003,0.3999999999999915,-7,0.02999999999999997,0
23,Tunisia,Canada,1,-3,0,-0.030000000000000027,-0.19999999999999996,-0.19999999999999996,-85,0.9333333333333229,1,0.6000000000000014,2.0,2.200000000000003,-0.3999999999999915,7,-0.02999999999999997,0
24,Qatar,Peru,1,-7,0,-0.02999999999999997,0.10000000000000009,0.10000000000000009,-30,3.066666666666663,6,0.6666666666666679,4.666666666666671,3.799999999999997,1.7999999999999972,0,-0.03999999999999998,0
24,Peru,Qatar,0,7,0,0.02999999999999997,-0.10000000000000009,-0.10000000000000009,30,-3.066666666666663,-6,-0.6666666666666679,-4.666666666666671,-3.799999999999997,-1.7999999999999972,0,0.03999999999999998,0
25,Croatia,Japan,0,-5,0,0.019999999999999907,-0.19999999999999996,0.09999999999999987,140,1.3333333333333286,4,2.133333333333333,4.0,-0.4000000000000057,1.2000000000000028,-6,0.020000000000000018,-1
25,Japan,Croatia,1,5,0,-0.019999999999999907,0.19999999999999996,-0.09999999999999987,-140,-1.3333333333333286,-4,-2.133333333333333,-4.0,0.4000000000000057,-1.2000000000000028,6,-0.020000000000000018,1
26,Germany,Tunisia,1,-20,4,0.18,0.7999999999999998,0.09999999999999987,755,6.333333333333343,4,0.6666666666666643,7.666666666666657,4.599999999999994,6.799999999999997,1,0.21999999999999997,-2
26,Tunisia,Germany,0,20,-4,-0.18,-0.7999999999999998,-0.09999999999999987,-755,-6.333333333333343,-4,-0.6666666666666643,-7.666666666666657,-4.599999999999994,-6.799999999999997,-1,-0.21999999999999997,2
27,Chile,Saudi Arabia,0,6,0,0.02999999999999997,0.09999999999999987,0.10000000000000009,40,-0.6666666666666714,0,0.7333333333333343,-0.3333333333333286,-2.3999999999999915,0.5999999999999943,12,0.020000000000000018,2
27,Saudi Arabia,Chile,1,-6,0,-0.02999999999999997,-0.09999999999999987,-0.10000000000000009,-40,0.6666666666666714,0,-0.7333333333333343,0.3333333333333286,2.3999999999999915,-0.5999999999999943,-12,-0.020000000000000018,-2
28,Sweden,Costa Rica,1,-12,0,0.08999999999999997,0.2999999999999998,-0.10000000000000009,180,3.2666666666666657,2,0.2666666666666657,2.0,5.200000000000003,3.5999999999999943,-3,0.13,3
28,Costa Rica,Sweden,0,12,0,-0.08999999999999997,-0.2999999999999998,0.10000000000000009,-180,-3.2666666666666657,-2,-0.2666666666666657,-2.0,-5.200000000000003,-3.5999999999999943,3,-0.13,-3
29,Costa Rica,Austria,0,9,0,-0.06,-0.19999999999999996,0.10000000000000009,-130,-3.13333333333334,-7,-1.2666666666666657,-2.6666666666666714,-4.6000000000000085,-3.200000000000003,0,-0.010000000000000009,0
29,Austria,Costa Rica,1,-9,0,0.06,0.19999999999999996,-0.10000000000000009,130,3.13333333333334,7,1.2666666666666657,2.6666666666666714,4.6000000000000085,3.200000000000003,0,0.010000000000000009,0
30,Denmark,Austria,1,-8,0,0.04999999999999999,0.19999999999999996,-0.09999999999999987,120,1.5333333333333314,-3,-0.8000000000000007,-1.0,2.5999999999999943,2.0,-1,0.10999999999999999,2
30,Austria,Denmark,0,8,0,-0.04999999999999999,-0.19999999999999996,0.09999999999999987,-120,-1.5333333333333314,3,0.8000000000000007,1.0,-2.5999999999999943,-2.0,1,-0.10999999999999999,-2
31,Ukraine,Algeria,1,-8,0,0.020000000000000018,0.10000000000000009,0.19999999999999996,70,3.6000000000000085,6,1.0666666666666664,5.0,2.799999999999997,4.200000000000003,-8,-0.010000000000000009,-1
31,Algeria,Ukraine,0,8,0,-0.020000000000000018,-0.10000000000000009,-0.19999999999999996,-70,-3.6000000000000085,-6,-1.0666666666666664,-5.0,-2.799999999999997,-4.200000000000003,8,0.010000000000000009,1
32,Mexico,Denmark,0,2,0,-0.030000000000000027,-0.19999999999999996,0.19999999999999996,-90,-0.2666666666666657,3,0.06666666666666643,0.0,-2.4000000000000057,1.0,1,-0.020000000000000018,-2
32,Denmark,Mexico,1,-2,0,0.030000000000000027,0.19999999999999996,-0.19999999999999996,90,0.2666666666666657,-3,-0.06666666666666643,0.0,2.4000000000000057,-1.0,-1,0.020000000000000018,2
33,Morocco,Mexico,1,-8,0,0.09999999999999998,0.09999999999999987,-0.5,160,1.5999999999999943,-2,0.7333333333333343,-1.0,3.200000000000003,1.2000000000000028,4,0.020000000000000018,7
33,Mexico,Morocco,0,8,0,-0.09999999999999998,-0.09999999999999987,0.5,-160,-1.5999999999999943,2,-0.7333333333333343,1.0,-3.200000000000003,-1.2000000000000028,-4,-0.020000000000000018,-7
34,England,Morocco,0,-9,1,0.07000000000000006,0.7000000000000002,0.09999999999999998,920,3.3333333333333286,6,-1.3333333333333321,7.666666666666657,2.4000000000000057,2.3999999999999915,2,0.17000000000000004,0
34,Morocco,England,1,9,-1,-0.07000000000000006,-0.7000000000000002,-0.09999999999999998,-920,-3.3333333333333286,-6,1.3333333333333321,-7.666666666666657,-2.4000000000000057,-2.3999999999999915,-2,-0.17000000000000004,0
35,Ghana,Switzerland,0,26,0,-0.08000000000000002,-0.19999999999999996,0.0,-110,-7.066666666666663,-9,-0.8666666666666671,-5.666666666666671,-9.399999999999991,-6.200000000000003,-12,-0.08000000000000002,-5
35,Switzerland,Ghana,1,-26,0,0.08000000000000002,0.19999999999999996,0.0,110,7.066666666666663,9,0.8666666666666671,5.666666666666671,9.399999999999991,6.200000000000003,12,0.08000000000000002,5
36,Ghana,Qatar,1,4,0,0.03999999999999998,0.09999999999999987,-0.10000000000000009,100,-2.2666666666666657,-5,-0.46666666666666856,-2.333333333333343,-4.3999999999999915,-1.2000000000000028,-6,0.07,0
36,Qatar,Ghana,0,-4,0,-0.03999999999999998,-0.09999999999999987,0.10000000000000009,-100,2.2666666666666657,5,0.46666666666666856,2.333333333333343,4.3999999999999915,1.2000000000000028,6,-0.07,0
37,Brazil,Ukraine,1,-20,5,0.26999999999999996,0.9999999999999998,-0.19999999999999996,900,6.666666666666657,6,0.1999999999999993,3.6666666666666714,6.200000000000003,8.0,13,0.21000000000000008,4
37,Ukraine,Brazil,0,20,-5,-0.26999999999999996,-0.9999999999999998,0.19999999999999996,-900,-6.666666666666657,-6,-0.1999999999999993,-3.6666666666666714,-6.200000000000003,-8.0,-13,-0.21000000000000008,-4
38,Mexico,Poland,1,-8,0,0.04999999999999999,0.10000000000000009,0.0,50,2.6000000000000085,5,1.93333333333333,2.333333333333343,1.5999999999999943,4.400000000000006,-2,0.020000000000000018,-2
38,Poland,Mexico,0,8,0,-0.04999999999999999,-0.10000000000000009,0.0,-50,-2.6000000000000085,-5,-1.93333333333333,-2.333333333333343,-1.5999999999999943,-4.400000000000006,2,-0.020000000000000018,2
39,Germany,Qatar,1,-28,4,0.21999999999999997,0.7999999999999998,-0.10000000000000009,800,7.466666666666669,6,1.2666666666666657,6.666666666666657,7.0,8.0,3,0.21999999999999997,0
39,Qatar,Germany,0,28,-4,-0.21999999999999997,-0.7999999999999998,0.10000000000000009,-800,-7.466666666666669,-6,-1.2666666666666657,-6.666666666666657,-7.0,-8.0,-3,-0.21999999999999997,0
40,Costa Rica,Austria,0,9,0,-0.06,-0.19999999999999996,0.10000000000000009,-130,-3.13333333333334,-7,-1.2666666666666657,-2.6666666666666714,-4.6000000000000085,-3.200000000000003,0,-0.010000000000000009,0
40,Austria,Costa Rica,1,-9,0,0.06,0.19999999999999996,-0.10000000000000009,130,3.13333333333334,7,1.2666666666666657,2.6666666666666714,4.6000000000000085,3.200000000000003,0,0.010000000000000009,0
41,Austria,Costa Rica,1,-9,0,0.06,0.19999999999999996,-0.10000000000000009,130,3.13333333333334,7,1.2666666666666657,2.6666666666666714,4.6000000000000085,3.200000000000003,0,0.010000000000000009,0
41,Costa Rica,Austria,0,9,0,-0.06,-0.19999999999999996,0.10000000000000009,-130,-3.13333333333334,-7,-1.2666666666666657,-2.6666666666666714,-4.6000000000000085,-3.200000000000003,0,-0.010000000000000009,0
42,Panama,USA,0,22,0,-0.14,-0.5,0.19999999999999996,-305,-7.3999999999999915,-9,-0.6666666666666679,-8.666666666666671,-6.200000000000003,-8.400000000000006,2,-0.10999999999999999,0
42,USA,Panama,0,-22,0,0.14,0.5,-0.19999999999999996,305,7.3999999999999915,9,0.6666666666666679,8.666666666666671,6.200000000000003,8.400000000000006,-2,0.10999999999999999,0
43,Netherlands,Mexico,1,-13,0,0.13,0.5,-0.19999999999999996,530,3.066666666666663,4,1.4000000000000021,5.333333333333329,5.200000000000003,0.5999999999999943,1,0.08999999999999997,2
43,Mexico,Netherlands,0,13,0,-0.13,-0.5,0.19999999999999996,-530,-3.066666666666663,-4,-1.4000000000000021,-5.333333333333329,-5.200000000000003,-0.5999999999999943,-1,-0.08999999999999997,-2
44,Germany,France,0,10,2,-0.09999999999999998,-0.30000000000000027,0.29999999999999993,-350,-2.2666666666666657,-3,1.0,-2.0,-2.200000000000003,-1.3999999999999915,-1,-0.040000000000000036,-2
44,France,Germany,1,-10,-2,0.09999999999999998,0.30000000000000027,-0.29999999999999993,350,2.2666666666666657,3,-1.0,2.0,2.200000000000003,1.3999999999999915,1,0.040000000000000036,2
45,USA,England,1,11,-1,-0.13,-0.6000000000000001,0.29999999999999993,-950,-3.0,-3,0.2666666666666657,-2.3333333333333286,-4.0,-2.5999999999999943,-8,-0.18000000000000005,-7
45,England,USA,0,-11,1,0.13,0.6000000000000001,-0.29999999999999993,950,3.0,3,-0.2666666666666657,2.3333333333333286,4.0,2.5999999999999943,8,0.18000000000000005,7
46,Costa Rica,Nigeria,0,6,0,-0.06,-0.19999999999999996,0.19999999999999996,-190,-2.5333333333333314,-2,-0.8666666666666671,-0.6666666666666714,-4.799999999999997,-2.799999999999997,-2,-0.08999999999999997,-4
46,Nigeria,Costa Rica,0,-6,0,0.06,0.19999999999999996,-0.19999999999999996,190,2.5333333333333314,2,0.8666666666666671,0.6666666666666714,4.799999999999997,2.799999999999997,2,0.08999999999999997,4
47,Portugal,Nigeria,1,-23,0,0.18,0.7,-0.10000000000000009,730,4.466666666666669,4,-0.13333333333333286,4.0,4.6000000000000085,4.6000000000000085,-3,0.16000000000000003,-3
47,Nigeria,Portugal,0,23,0,-0.18,-0.7,0.10000000000000009,-730,-4.466666666666669,-4,0.13333333333333286,-4.0,-4.6000000000000085,-4.6000000000000085,3,-0.16000000000000003,3
48,Iraq,Poland,0,12,0,-0.06,-0.19999999999999996,-0.10000000000000009,-135,-3.4666666666666686,-5,1.2666666666666657,-4.666666666666657,-3.0,-3.200000000000003,-3,-0.07999999999999996,-2
48,Poland,Iraq,1,-12,0,0.06,0.19999999999999996,0.10000000000000009,135,3.4666666666666686,5,-1.2666666666666657,4.666666666666657,3.0,3.200000000000003,3,0.07999999999999996,2
49,Iran,Costa Rica,1,-16,0,0.08999999999999997,0.19999999999999996,-0.4,20,6.266666666666666,5,-0.13333333333333286,5.666666666666671,8.0,4.799999999999997,-2,0.09999999999999998,1
49,Costa Rica,Iran,0,16,0,-0.08999999999999997,-0.19999999999999996,0.4,-20,-6.266666666666666,-5,0.13333333333333286,-5.666666666666671,-8.0,-4.799999999999997,2,-0.09999999999999998,-1
50,Iraq,Spain,0,38,-1,-0.31000000000000005,-1.0,0.3999999999999999,-965,-12.266666666666666,-13,-0.9333333333333336,-12.666666666666657,-11.799999999999997,-13.800000000000011,0,-0.27,-6
50,Spain,Iraq,1,-38,1,0.31000000000000005,1.0,-0.3999999999999999,965,12.266666666666666,13,0.9333333333333336,12.666666666666657,11.799999999999997,13.800000000000011,0,0.27,6
51,Senegal,Mexico,1,-4,0,0.06000000000000005,0.09999999999999987,-0.30000000000000004,70,1.2666666666666657,-1,-1.3333333333333321,2.3333333333333286,3.4000000000000057,-1.0,3,0.020000000000000018,1
51,Mexico,Senegal,0,4,0,-0.06000000000000005,-0.09999999999999987,0.30000000000000004,-70,-1.2666666666666657,1,1.3333333333333321,-2.3333333333333286,-3.4000000000000057,1.0,-3,-0.020000000000000018,-1
52,Uzbekistan,Spain,0,39,-1,-0.32000000000000006,-1.0,0.30000000000000004,-960,-11.666666666666657,-10,-1.1999999999999993,-9.333333333333329,-10.599999999999994,-14.400000000000006,-7,-0.31000000000000005,-6
52,Spain,Uzbekistan,0,-39,1,0.32000000000000006,1.0,-0.30000000000000004,960,11.666666666666657,10,1.1999999999999993,9.333333333333329,10.599999999999994,14.400000000000006,7,0.31000000000000005,6
53,Japan,Mexico,0,-5,0,0.07000000000000006,0.3999999999999999,-0.19999999999999996,60,1.2666666666666657,-2,-1.7333333333333307,1.6666666666666572,2.8000000000000114,0.0,4,0.040000000000000036,4
53,Mexico,Japan,1,5,0,-0.07000000000000006,-0.3999999999999999,0.19999999999999996,-60,-1.2666666666666657,2,1.7333333333333307,-1.6666666666666572,-2.8000000000000114,0.0,-4,-0.040000000000000036,-4
54,Ghana,Netherlands,0,36,0,-0.19,-0.6000000000000001,0.09999999999999987,-600,-9.533333333333331,-14,-2.400000000000002,-9.666666666666671,-12.599999999999994,-7.799999999999997,-10,-0.11999999999999994,-2
54,Netherlands,Ghana,1,-36,0,0.19,0.6000000000000001,-0.09999999999999987,600,9.533333333333331,14,2.400000000000002,9.666666666666671,12.599999999999994,7.799999999999997,10,0.11999999999999994,2
55,Uruguay,New Zealand,1,-34,2,0.21000000000000008,0.7000000000000001,-0.2999999999999998,450,10.0,10,-0.466666666666665,7.666666666666671,6.599999999999994,13.199999999999989,9,0.16999999999999993,5
55,New Zealand,Uruguay,0,34,-2,-0.21000000000000008,-0.7000000000000001,0.2999999999999998,-450,-10.0,-10,0.466666666666665,-7.666666666666671,-6.599999999999994,-13.199999999999989,-9,-0.16999999999999993,-5
56,Chile,Switzerland,1,27,0,-0.07,-0.19999999999999996,0.10000000000000009,-150,-6.200000000000003,-6,-0.13333333333333286,-6.333333333333329,-6.3999999999999915,-6.200000000000003,-3,-0.15000000000000002,-3
56,Switzerland,Chile,0,-27,0,0.07,0.19999999999999996,-0.10000000000000009,150,6.200000000000003,6,0.13333333333333286,6.333333333333329,6.3999999999999915,6.200000000000003,3,0.15000000000000002,3
57,Paraguay,Mexico,0,25,0,-0.07999999999999996,-0.30000000000000004,-0.10000000000000009,-125,-7.266666666666666,-6,0.6000000000000014,-7.666666666666671,-4.3999999999999915,-9.400000000000006,-1,-0.04999999999999999,0
57,Mexico,Paraguay,0,-25,0,0.07999999999999996,0.30000000000000004,0.10000000000000009,125,7.266666666666666,6,-0.6000000000000014,7.666666666666671,4.3999999999999915,9.400000000000006,1,0.04999999999999999,0
58,Ecuador,Qatar,1,-12,0,0.06,0.09999999999999987,-0.19999999999999996,160,2.200000000000003,2,0.06666666666666643,0.3333333333333286,1.0,4.200000000000003,2,0.010000000000000009,2
58,Qatar,Ecuador,0,12,0,-0.06,-0.09999999999999987,0.19999999999999996,-160,-2.200000000000003,-2,-0.06666666666666643,-0.3333333333333286,-1.0,-4.200000000000003,-2,-0.010000000000000009,-2
59,Ivory Coast,USA,0,28,0,-0.07,-0.19999999999999996,-0.09999999999999987,-90,-8.133333333333326,-10,-1.7333333333333343,-8.666666666666671,-7.799999999999997,-7.400000000000006,-3,-0.06,1
59,USA,Ivory Coast,1,-28,0,0.07,0.19999999999999996,0.09999999999999987,90,8.133333333333326,10,1.7333333333333343,8.666666666666671,7.799999999999997,7.400000000000006,3,0.06,-1
60,Chile,Switzerland,0,27,0,-0.07,-0.19999999999999996,0.10000000000000009,-150,-6.200000000000003,-6,-0.13333333333333286,-6.333333333333329,-6.3999999999999915,-6.200000000000003,-3,-0.15000000000000002,-3
60,Switzerland,Chile,1,-27,0,0.07,0.19999999999999996,-0.10000000000000009,150,6.200000000000003,6,0.13333333333333286,6.333333333333329,6.3999999999999915,6.200000000000003,3,0.15000000000000002,3
61,Ecuador,Turkey,0,2,0,-0.010000000000000009,-0.19999999999999996,-0.19999999999999996,-20,-1.5333333333333314,0,1.533333333333335,-2.0,-1.6000000000000085,0.0,3,-0.06,2
61,Turkey,Ecuador,1,-2,0,0.010000000000000009,0.19999999999999996,0.19999999999999996,20,1.5333333333333314,0,-1.533333333333335,2.0,1.6000000000000085,0.0,-3,0.06,-2
62,USA,Algeria,0,-18,0,0.08000000000000002,0.30000000000000004,0.19999999999999996,220,7.0,10,1.5333333333333314,8.666666666666671,5.0,8.0,-1,0.020000000000000018,-2
62,Algeria,USA,1,18,0,-0.08000000000000002,-0.30000000000000004,-0.19999999999999996,-220,-7.0,-10,-1.5333333333333314,-8.666666666666671,-5.0,-8.0,1,-0.020000000000000018,2
63,Chile,Jamaica,1,7,0,0.03999999999999998,0.09999999999999987,-0.09999999999999987,25,-0.4000000000000057,1,-0.2666666666666657,-2.0,-1.0,1.4000000000000057,2,-0.03999999999999998,0
63,Jamaica,Chile,0,-7,0,-0.03999999999999998,-0.09999999999999987,0.09999999999999987,-25,0.4000000000000057,-1,0.2666666666666657,2.0,1.0,-1.4000000000000057,-2,0.03999999999999998,0
64,Panama,Peru,1,-10,0,-0.02999999999999997,0.0,0.19999999999999996,-35,1.7999999999999972,3,0.1999999999999993,2.3333333333333286,2.200000000000003,0.3999999999999915,3,-0.03999999999999998,0
64,Peru,Panama,0,10,0,0.02999999999999997,0.0,-0.19999999999999996,35,-1.7999999999999972,-3,-0.1999999999999993,-2.3333333333333286,-2.200000000000003,-0.3999999999999915,-3,0.03999999999999998,0
65,Germany,Cameroon,0,-22,4,0.19,0.7999999999999998,0.0,740,7.13333333333334,7,3.2666666666666657,6.666666666666657,6.199999999999989,8.200000000000003,0,0.16999999999999998,0
65,Cameroon,Germany,1,22,-4,-0.19,-0.7999999999999998,0.0,-740,-7.13333333333334,-7,-3.2666666666666657,-6.666666666666657,-6.199999999999989,-8.200000000000003,0,-0.16999999999999998,0
66,Ivory Coast,Uruguay,0,29,-2,-0.11000000000000004,-0.30000000000000004,0.0,-220,-8.733333333333334,-11,-1.2666666666666693,-6.666666666666671,-8.199999999999989,-7.799999999999997,-9,-0.12999999999999995,-4
66,Uruguay,Ivory Coast,1,-29,2,0.11000000000000004,0.30000000000000004,0.0,220,8.733333333333334,11,1.2666666666666693,6.666666666666671,8.199999999999989,7.799999999999997,9,0.12999999999999995,4
